customerid,orderid,rank_id
2116526,14556288,2
2116526,15238863,3
2116527,14770117,1
2116527,15404201,2
2116528,14424632,1
2116528,14676319,2
2116528,15328212,3
2116528,15380933,4
2116528,15461846,5
2116530,14425124,1
2116534,14768012,1
2116534,15683396,2
2116534,16894522,3
2116534,17151243,4
2116535,14427067,1
2116537,14424544,1
2116546,14425093,1
2116546,14968365,2
2116546,15292359,3
2116546,15488838,4
2116546,15965595,5
2116546,16422304,6
2116546,16766860,7
2116546,16917694,8
2116546,17113378,9
2116546,17167213,10
2116546,17435804,11
2116546,17537778,12
2116551,14666182,1
2116551,14997129,2
2116551,15643310,3
2116551,15770369,4
2116551,15817969,5
2116551,15940327,6
2116551,16036073,7
2116551,16266867,8
2116551,16445157,9
2116551,16699470,10
2116553,14425099,1
2116553,14428333,2
2116553,14434523,3
2116553,14454520,4
2116553,14713738,5
2116553,15114542,6
2116553,15392140,7
2116553,15434429,8
2116553,15445904,9
2116553,15500340,10
2116553,15516751,11
2116553,15648354,12
2116553,15684976,13
2116555,14424823,1
2116555,14491438,2
2116555,15794246,3
2116555,16011277,4
2116555,16128948,5
2116555,16411056,6
2116555,16587926,7
2116555,16742607,8
2116555,16866815,9
2116555,17024707,10
2116555,17240074,11
2116555,17528740,12
2116557,14428246,1
2116558,14885590,1
2116558,14885924,2
2116559,14425631,1
2116562,16017946,1
2116566,14425134,1
2116567,16863458,1
2116568,14425113,1
2116571,14425288,1
2116577,14425866,1
2116582,14425247,1
2116582,14862241,2
2116586,14425263,1
2116586,15121017,2
2116586,17287157,3
2116586,17534374,4
2116587,14426026,1
2116587,14480733,2
2116587,14685774,3
2116587,14908625,4
2116587,15083483,5
2116587,15346636,6
2116587,15563144,7
2116587,15739345,8
2116587,15771537,9
2116587,16081319,10
2116587,16338791,11
2116587,16416944,12
2116587,16423766,13
2116587,16523555,14
2116587,16527427,15
2116587,16733510,16
2116587,16896625,17
2116587,16995290,18
2116587,17441497,19
2116587,17490228,20
2116592,14425996,1
2116592,16196541,2
2116592,16821816,3
2116593,14425901,1
2116595,14425626,1
2116595,16139465,2
2116599,14425608,1
2116599,14756680,2
2116604,14489048,1
2116605,15117592,1
2116605,16756906,2
2116606,14425587,1
2116607,14440529,1
2116607,14495851,2
2116607,15073987,3
2116607,15639030,4
2116607,16057821,5
2116607,16507990,6
2116611,14425937,1
2116611,14946936,2
2116612,14428951,1
2116613,14425921,1
2116613,14456628,2
2116616,14425972,1
2116616,14626659,2
2116616,14656047,3
2116616,14790903,4
2116616,15087152,5
2116616,15091936,6
2116616,16514929,7
2116616,16834117,8
2116616,17409635,9
2116617,15931582,1
2116617,16186427,2
2116618,14427058,1
2116619,14426688,1
2116625,14426262,1
2116627,14427967,1
2116628,14652471,1
2116628,14893988,2
2116630,14426752,1
2116630,16854764,2
2116631,16424501,1
2116631,16974572,2
2116634,14427203,1
2116634,14598765,2
2116634,14950897,3
2116634,15029656,4
2116634,15314384,5
2116634,15548956,6
2116634,15550570,7
2116634,15622524,8
2116634,15773503,9
2116634,15796554,10
2116634,16444156,11
2116634,16659818,12
2116634,16983668,13
2116634,17321672,14
2116635,14426346,1
2116639,14698385,1
2116641,14427193,1
2116641,14427485,2
2116642,14427481,1
2116642,15682472,2
2116648,14474020,1
2116648,14640691,2
2116648,15268468,3
2116648,15268570,4
2116648,15602319,5
2116648,15602465,6
2116648,15787258,7
2116648,17542485,8
2116649,14426667,1
2116653,14426833,1
2116653,14440999,2
2116653,14514402,3
2116653,14589891,4
2116653,14710229,5
2116653,14803952,6
2116653,15307124,7
2116653,15366545,8
2116653,15675962,9
2116653,15690799,10
2116653,15762280,11
2116653,15819480,12
2116653,16141460,13
2116653,16468776,14
2116653,16498018,15
2116653,16666249,16
2116653,16698238,17
2116653,16698351,18
2116653,16757347,19
2116653,17392480,20
2116653,17395628,21
2116655,14427017,1
2116655,14430176,2
2116655,14496734,3
2116655,15154958,4
2116655,15566995,5
2116655,15861343,6
2116656,14427267,1
2116660,14427540,1
2116661,14427079,1
2116661,14643232,2
2116663,14427888,1
2116663,14568331,2
2116669,14427788,1
2116670,14427323,1
2116670,14458833,2
2116670,14499588,3
2116670,14529498,4
2116670,14567345,5
2116671,14427358,1
2116671,15177453,2
2116671,16228191,3
2116673,14427793,1
2116677,14427145,1
2116678,14428046,1
2116678,14905767,2
2116678,15083934,3
2116678,15125680,4
2116678,15309793,5
2116678,15629184,6
2116679,14770536,1
2116680,14427117,1
2116681,14427564,1
2116682,14764281,1
2116683,14427468,1
2116683,15586039,2
2116683,16145428,3
2116686,14427522,1
2116686,15402393,2
2116687,14427521,1
2116687,14471153,2
2116687,14514110,3
2116687,14551258,4
2116687,14574269,5
2116687,14620503,6
2116687,14620793,7
2116687,14643114,8
2116687,14658682,9
2116687,14658833,10
2116687,14679948,11
2116687,14685163,12
2116687,14691063,13
2116691,14427284,1
2116692,14620587,1
2116692,15075160,2
2116692,15389955,3
2116693,14427411,1
2116699,14427401,1
2116702,14427629,1
2116702,14530910,2
2116702,15296977,3
2116702,15410388,4
2116702,15506508,5
2116702,15973391,6
2116702,16256023,7
2116702,16393647,8
2116702,16923024,9
2116702,17159224,10
2116702,17233709,11
2116703,14427565,1
2116707,14427650,1
2116707,14480322,2
2116707,14545150,3
2116708,16623266,1
2116713,14456604,1
2116713,14824139,2
2116713,15121976,3
2116713,15575984,4
2116713,15803566,5
2116713,16023406,6
2116713,16565745,7
2116713,17484465,8
2116714,14427994,1
2116714,16901254,2
2116714,17364541,3
2116716,15497525,1
2116717,14428043,1
2116718,14428235,1
2116721,14428159,1
2116721,15024482,2
2116721,15046691,3
2116721,15549000,4
2116721,15649857,5
2116721,15671712,6
2116725,14428244,1
2116726,14428150,1
2116726,14512367,2
2116726,14595550,3
2116726,14711350,4
2116726,14745614,5
2116726,14749073,6
2116726,14830771,7
2116726,15018505,8
2116726,15121139,9
2116726,15418517,10
2116726,15542014,11
2116726,15554140,12
2116726,15746214,13
2116726,15757173,14
2116726,16142423,15
2116726,16529244,16
2116726,16690480,17
2116726,16807514,18
2116726,16917618,19
2116726,17308756,20
2116726,17425691,21
2116726,17533972,22
2116727,14915014,1
2116727,17423179,2
2116728,16205706,1
2116729,14577665,1
2116730,15058701,1
2116730,16283632,2
2116730,16377500,3
2116732,14559515,1
2116735,16410361,1
2116738,14428323,1
2116739,14690500,1
2116739,14781550,2
2116739,14914414,3
2116739,15128188,4
2116739,15208771,5
2116739,15664852,6
2116739,15667269,7
2116739,15840685,8
2116739,17353863,9
2116739,17402062,10
2116741,16106540,1
2116741,17484481,2
2116743,14611238,1
2116743,15232124,2
2116743,15338040,3
2116743,16354205,4
2116744,14428409,1
2116744,15978138,2
2116744,16150846,3
2116744,16930267,4
2116745,14428397,1
2116746,15742762,1
2116747,14428602,1
2116747,14537694,2
2116747,14658910,3
2116747,14690680,4
2116747,14793567,5
2116747,14869427,6
2116747,15026457,7
2116747,15185247,8
2116747,15421270,9
2116747,15460493,10
2116747,15517878,11
2116747,15632961,12
2116747,15692961,13
2116747,15773044,14
2116747,15805073,15
2116747,15841578,16
2116747,16013121,17
2116747,16095537,18
2116747,16146733,19
2116747,16383041,20
2116747,16420748,21
2116747,16466337,22
2116749,14543777,1
2116749,14559969,2
2116751,14428648,1
2116752,15754197,1
2116752,16550935,2
2116757,14499133,1
2116760,14492668,1
2116760,15638442,2
2116760,16383123,3
2116760,17478795,4
2116762,14428690,1
2116762,16761271,2
2116767,15043620,1
2116772,14429074,1
2116772,16670821,2
2116778,15511831,1
2116781,14429192,1
2116782,14446970,1
2116783,14429330,1
2116787,15146569,1
2116787,15182612,2
2116787,15344186,3
2116803,15478605,1
2116803,15980593,2
2116803,16059444,3
2116803,16105973,4
2116803,16155602,5
2116803,16309961,6
2116803,16313132,7
2116803,16634369,8
2116803,16919549,9
2116803,16959303,10
2116804,15237901,1
2116805,14891931,1
2116807,14429337,1
2116810,14429356,1
2116810,14435095,2
2116810,14454860,3
2116810,14502593,4
2116810,14543904,5
2116810,14544865,6
2116810,14585347,7
2116810,14637318,8
2116810,14706978,9
2116810,14732110,10
2116810,14865398,11
2116810,14865670,12
2116810,15064462,13
2116810,15166309,14
2116810,15213682,15
2116810,15254311,16
2116810,15268316,17
2116810,15287751,18
2116810,15528629,19
2116810,15530053,20
2116810,15564547,21
2116810,15599628,22
2116810,15693488,23
2116810,15757331,24
2116810,15759473,25
2116810,15823304,26
2116810,15917437,27
2116810,15999197,28
2116810,16026350,29
2116810,16027912,30
2116810,16327995,31
2116810,16362005,32
2116810,16420849,33
2116810,16431311,34
2116810,16480392,35
2116810,16545005,36
2116810,16566359,37
2116810,16612673,38
2116810,16631102,39
2116810,16750195,40
2116810,16782594,41
2116810,16800787,42
2116810,16824987,43
2116810,16898295,44
2116810,16941522,45
2116810,17021714,46
2116810,17057631,47
2116810,17086355,48
2116810,17099910,49
2116810,17217957,50
2116810,17285462,51
2116810,17296434,52
2116810,17331487,53
2116810,17333298,54
2116810,17398676,55
2116810,17440840,56
2116810,17454412,57
2116810,17478580,58
2116810,17501510,59
2116810,17534215,60
2116812,14429560,1
2116820,15458606,1
2116823,14655205,1
2116826,14613126,1
2116827,14517186,1
2116827,15471205,2
2116827,15482032,3
2116827,15703215,4
2116827,16519878,5
2116827,17363223,6
2116827,17374348,7
2116833,14748138,1
2116833,15718164,2
2116833,15866289,3
2116833,16883096,4
2116837,14429464,1
2116847,16921266,1
2116854,15716158,1
2116856,14518821,1
2116856,14561302,2
2116856,14605988,3
2116856,14826371,4
2116856,14881077,5
2116856,14997087,6
2116856,15049256,7
2116856,15157652,8
2116856,15301536,9
2116856,15342463,10
2116856,15373066,11
2116856,15404695,12
2116856,15599045,13
2116856,15719223,14
2116856,15785245,15
2116856,15801081,16
2116856,15811535,17
2116856,15859750,18
2116856,15945958,19
2116860,14454933,1
2116863,17200694,1
2116864,14429641,1
2116866,14429655,1
2116867,14429803,1
2116872,14429688,1
2116874,16776312,1
2116874,16776583,2
2116888,14458690,1
2116888,14908580,2
2116888,15082393,3
2116894,14543032,1
2116894,16088525,2
2116894,16327806,3
2116900,17471371,1
2116915,14655643,1
2116915,15545959,2
2116925,14437558,1
2116925,15007077,2
2116925,16046207,3
2116925,16082864,4
2116925,16443519,5
2116925,16712424,6
2116925,17142471,7
2116925,17532996,8
2116925,17535605,9
2116928,15437996,1
2116928,15438328,2
2116942,15018173,1
2116942,15310564,2
2116942,15734234,3
2116942,16808812,4
2116943,14590936,1
2116943,15202053,2
2116952,14490619,1
2116952,14492425,2
2116952,15378055,3
2116952,15425955,4
2116952,15518227,5
2116952,15949634,6
2116952,16715609,7
2116952,16979229,8
2116952,17251544,9
2116952,17462011,10
2116952,17462905,11
2116960,14461497,1
2116960,14482794,2
2116960,15279719,3
2116963,15934162,1
2116968,15549917,1
2116968,16029580,2
2116968,16627927,3
2116969,15080940,1
2116979,15432584,1
2116979,16055173,2
2116979,16751085,3
2116979,17128489,4
2116979,17422507,5
2116980,15549423,1
2116983,17134040,1
2116987,15168200,1
2116992,16294983,1
2116993,15398503,1
2116993,16242683,2
2116993,17369501,3
2116994,14639597,1
2116998,14446116,1
2116999,14442280,1
2116999,14511521,2
2116999,16057981,3
2116999,16491419,4
2116999,16683646,5
2117008,15532078,1
2117008,15732926,2
2117015,14442822,1
2117015,14541492,2
2117015,14570208,3
2117015,14570593,4
2117015,15309620,5
2117015,16811986,6
2117016,16259347,1
2117024,16817538,1
2117035,15149742,1
2117035,16217159,2
2117043,14442670,1
2117043,15070539,2
2117046,14849206,1
2117050,17071339,1
2117051,17081318,1
2117055,15053995,1
2117055,15055841,2
2117055,15307307,3
2117055,15347156,4
2117060,14436001,1
2117068,15830433,1
2117068,15871021,2
2117068,15923518,3
2117068,15956846,4
2117073,17164577,1
2117073,17286592,2
2117073,17288088,3
2117075,14611918,1
2117076,14432030,1
2117080,14440437,1
2117089,14429765,1
2117092,14430088,1
2117092,14660889,2
2117092,16576375,3
2117093,16055423,1
2117093,16146567,2
2117093,17535540,3
2117102,16282637,1
2117102,16885312,2
2117102,16924870,3
2117105,15661636,1
2117105,16107564,2
2117105,16241283,3
2117105,16789034,4
2117105,16990072,5
2117105,17343030,6
2117108,14431289,1
2117108,14465539,2
2117108,14602608,3
2117108,14637347,4
2117108,14679937,5
2117108,14759118,6
2117108,14911594,7
2117108,15196970,8
2117108,15230450,9
2117108,15280306,10
2117108,15488511,11
2117108,15491293,12
2117108,15663202,13
2117108,15732508,14
2117108,15809275,15
2117108,15967121,16
2117108,15992563,17
2117108,16042732,18
2117108,16664524,19
2117108,16867662,20
2117108,16910660,21
2117108,16910864,22
2117108,16966862,23
2117108,17061018,24
2117108,17259530,25
2117108,17451747,26
2117109,16770824,1
2117112,14451493,1
2117112,15066462,2
2117112,15302113,3
2117114,14432502,1
2117115,14429798,1
2117124,15846263,1
2117130,14429941,1
2117130,16674438,2
2117130,17187269,3
2117131,14429984,1
2117131,14430423,2
2117131,14823550,3
2117131,15107619,4
2117131,15406249,5
2117131,15706039,6
2117133,14429896,1
2117135,14436983,1
2117135,14581769,2
2117143,14429960,1
2117151,14430094,1
2117153,14430030,1
2117153,14660924,2
2117153,14981409,3
2117158,14430782,1
2117160,14431802,1
2117161,14436198,1
2117161,14730601,2
2117161,16715608,3
2117162,14430236,1
2117167,14436801,1
2117174,14430615,1
2117174,14431681,2
2117174,14433492,3
2117181,14437179,1
2117184,14430578,1
2117187,15255475,1
2117191,14430325,1
2117191,14697963,2
2117191,14708010,3
2117191,15189733,4
2117191,15292924,5
2117191,15492468,6
2117191,15748192,7
2117191,15981318,8
2117191,16436774,9
2117191,17128987,10
2117191,17367420,11
2117194,14431148,1
2117194,14873028,2
2117194,15350928,3
2117196,14761457,1
2117200,14430379,1
2117208,14430466,1
2117213,15066395,1
2117216,15954617,1
2117217,14906975,1
2117220,16976741,1
2117220,17370415,2
2117220,17443972,3
2117221,14431534,1
2117226,14430711,1
2117226,14515954,2
2117226,14591505,3
2117226,15308836,4
2117226,15324330,5
2117226,15437765,6
2117226,15747715,7
2117226,16434826,8
2117226,16634200,9
2117227,14430685,1
2117229,14430918,1
2117230,14434442,1
2117231,14751262,1
2117235,14430943,1
2117236,14842744,1
2117242,14430619,1
2117242,14981769,2
2117242,15305841,3
2117243,16266482,1
2117243,16370579,2
2117248,14459019,1
2117251,15870056,1
2117251,17069997,2
2117252,14609844,1
2117253,15896609,1
2117258,16153991,1
2117260,14582708,1
2117260,14669668,2
2117260,15594237,3
2117263,14431531,1
2117266,14432337,1
2117273,14435818,1
2117273,14699096,2
2117273,14757757,3
2117274,14431511,1
2117280,14637705,1
2117280,14712213,2
2117280,15044168,3
2117284,14436181,1
2117284,14850201,2
2117284,15015755,3
2117284,15018551,4
2117287,14431380,1
2117296,14431726,1
2117302,14431336,1
2117310,14432371,1
2117312,14431178,1
2117312,14583727,2
2117312,14850496,3
2117312,17212964,4
2117312,17519083,5
2117316,15567287,1
2117317,14433071,1
2117317,14873364,2
2117317,14922624,3
2117317,15985104,4
2117321,14432622,1
2117321,14461989,2
2117322,14431644,1
2117322,15486647,2
2117322,15643761,3
2117326,14431454,1
2117336,17320871,1
2117337,16162385,1
2117339,14431154,1
2117341,15335981,1
2117342,14431426,1
2117342,15170198,2
2117342,16245010,3
2117342,17177355,4
2117343,14434501,1
2117343,15234199,2
2117345,14431240,1
2117352,14432704,1
2117353,14436806,1
2117359,14431900,1
2117359,15336522,2
2117359,16391409,3
2117359,17056800,4
2117359,17278292,5
2117359,17321274,6
2117359,17369322,7
2117360,14431500,1
2117360,14431647,2
2117363,15338966,1
2117363,16537557,2
2117363,16771764,3
2117363,17321486,4
2117368,14431869,1
2117368,14919156,2
2117374,14433536,1
2117374,14992348,2
2117374,15102457,3
2117374,15225451,4
2117374,15430737,5
2117374,15751457,6
2117374,15813558,7
2117374,15945243,8
2117374,16111952,9
2117374,16434279,10
2117374,16482189,11
2117375,16513144,1
2117375,17102209,2
2117383,15306097,1
2117384,14441372,1
2117384,15630333,2
2117393,15227895,1
2117395,14431803,1
2117400,14433219,1
2117400,14824023,2
2117404,14432499,1
2117404,14464675,2
2117404,14845653,3
2117404,15037680,4
2117404,15194695,5
2117404,15725096,6
2117406,17065420,1
2117407,14432358,1
2117407,15808361,2
2117410,14431886,1
2117412,14432101,1
2117414,15110061,1
2117417,14665463,1
2117419,14725529,1
2117419,14942660,2
2117419,15111982,3
2117419,15313225,4
2117419,15669502,5
2117419,16171417,6
2117419,16232811,7
2117419,16270876,8
2117419,16593677,9
2117419,16664885,10
2117419,17428606,11
2117422,14431982,1
2117422,15174441,2
2117428,14552425,1
2117428,14659985,2
2117428,14667031,3
2117428,14752343,4
2117428,15471451,5
2117428,15827064,6
2117428,15861694,7
2117428,15864971,8
2117428,15953137,9
2117428,15998855,10
2117428,16379892,11
2117428,16406148,12
2117428,16470053,13
2117428,16550346,14
2117428,16610527,15
2117428,16616138,16
2117428,16776556,17
2117428,16777306,18
2117428,16780694,19
2117428,16789326,20
2117428,17092904,21
2117428,17150712,22
2117428,17260979,23
2117428,17311179,24
2117428,17334667,25
2117428,17452448,26
2117428,17458245,27
2117428,17504156,28
2117431,14432166,1
2117433,14432033,1
2117433,15035046,2
2117433,15098916,3
2117433,16167579,4
2117433,16489983,5
2117433,16530270,6
2117433,16764019,7
2117433,17318545,8
2117436,14796365,1
2117436,15306852,2
2117436,16045181,3
2117436,17479715,4
2117441,14432242,1
2117441,16313837,2
2117441,16428820,3
2117441,16650109,4
2117441,16968582,5
2117441,17283667,6
2117446,14443185,1
2117446,14855573,2
2117448,14432258,1
2117448,16177140,2
2117450,14439987,1
2117450,14533696,2
2117451,14433857,1
2117451,14572793,2
2117452,14435413,1
2117455,14761144,1
2117455,14845128,2
2117455,15115397,3
2117455,15387503,4
2117455,15501151,5
2117455,15568433,6
2117455,15610912,7
2117455,15654888,8
2117455,15758839,9
2117455,15851305,10
2117455,16447164,11
2117455,16692426,12
2117455,16793868,13
2117455,16942844,14
2117455,17116831,15
2117456,14436821,1
2117456,14570950,2
2117456,14704351,3
2117456,15562699,4
2117456,15687921,5
2117456,15778806,6
2117463,15735136,1
2117463,15735687,2
2117463,15759279,3
2117463,15761010,4
2117463,15864569,5
2117463,15864772,6
2117463,15905326,7
2117463,16079436,8
2117463,16093381,9
2117463,16127540,10
2117463,16127682,11
2117463,16127847,12
2117463,16130351,13
2117463,16214506,14
2117463,16214881,15
2117463,16226634,16
2117463,16247987,17
2117463,16274556,18
2117463,16409323,19
2117463,16424244,20
2117463,16950801,21
2117463,17493208,22
2117463,17493479,23
2117463,17494234,24
2117466,14432223,1
2117467,15208414,1
2117467,15407579,2
2117468,14432425,1
2117476,14432491,1
2117476,15055770,2
2117476,15436694,3
2117477,14445205,1
2117477,14605179,2
2117477,14661893,3
2117477,14729364,4
2117477,14730750,5
2117479,14433839,1
2117485,14432421,1
2117485,16280013,2
2117485,16637514,3
2117485,16684931,4
2117485,16872297,5
2117490,17450995,1
2117491,15846401,1
2117494,16051990,1
2117496,14434468,1
2117497,14433028,1
2117501,14434742,1
2117503,14439214,1
2117503,16398207,2
2117503,16629196,3
2117503,16655333,4
2117504,14432712,1
2117510,14433201,1
2117512,14434627,1
2117512,17243690,2
2117515,14433760,1
2117516,14433904,1
2117517,14433021,1
2117521,14437401,1
2117521,14639606,2
2117521,16279376,3
2117521,16537090,4
2117521,17151778,5
2117529,14435145,1
2117530,14433172,1
2117530,15032241,2
2117530,15449305,3
2117530,15705081,4
2117532,14437526,1
2117532,15648983,2
2117536,14433135,1
2117536,15055825,2
2117536,16327595,3
2117539,14445602,1
2117539,14520018,2
2117539,14520850,3
2117539,14550226,4
2117539,14593575,5
2117539,14880446,6
2117539,15052610,7
2117543,14433060,1
2117543,14435276,2
2117544,14433036,1
2117544,15453967,2
2117544,15661503,3
2117544,15661804,4
2117546,14433498,1
2117546,14992271,2
2117547,14432972,1
2117547,16110751,2
2117547,16164456,3
2117551,14433233,1
2117551,14546299,2
2117551,14671054,3
2117551,15001501,4
2117551,15029418,5
2117551,15098139,6
2117551,15156283,7
2117551,15198722,8
2117551,15226006,9
2117551,15433970,10
2117551,15467006,11
2117551,15497608,12
2117551,15528925,13
2117551,15557398,14
2117551,15594050,15
2117551,15649281,16
2117551,15687165,17
2117551,15723559,18
2117551,15780136,19
2117551,15814102,20
2117551,15946502,21
2117551,16117695,22
2117551,16196588,23
2117551,16231234,24
2117551,16264601,25
2117551,16324292,26
2117551,16355140,27
2117551,16387699,28
2117551,16400282,29
2117551,16487277,30
2117551,16582584,31
2117551,16617266,32
2117551,16621703,33
2117551,16649648,34
2117551,16661889,35
2117551,16752247,36
2117551,16769868,37
2117551,16866102,38
2117551,16914756,39
2117551,17011311,40
2117551,17124580,41
2117551,17160872,42
2117551,17211949,43
2117551,17277233,44
2117551,17430755,45
2117551,17437588,46
2117551,17545850,47
2117553,14433788,1
2117553,14695337,2
2117553,15870750,3
2117553,16478563,4
2117554,14433569,1
2117555,14434738,1
2117558,14465717,1
2117558,14635073,2
2117558,14707505,3
2117558,16314139,4
2117558,16773575,5
2117558,17025868,6
2117558,17273929,7
2117561,14433307,1
2117562,14433693,1
2117564,14433216,1
2117566,14433656,1
2117566,14468409,2
2117566,15704611,3
2117569,14433205,1
2117569,14602885,2
2117569,14876205,3
2117570,15851252,1
2117571,15039001,1
2117571,15811035,2
2117571,15940078,3
2117571,16474266,4
2117575,14434745,1
2117576,14433237,1
2117576,14465351,2
2117580,14433500,1
2117580,14677509,2
2117580,15827314,3
2117580,16456517,4
2117580,17467008,5
2117586,14434212,1
2117586,14706623,2
2117586,15809183,3
2117588,14433453,1
2117590,15467168,1
2117590,15983020,2
2117590,16617003,3
2117590,16649414,4
2117590,16683366,5
2117590,16884540,6
2117590,17006617,7
2117590,17242629,8
2117590,17364162,9
2117592,14435012,1
2117593,14716188,1
2117593,16956573,2
2117593,17345261,3
2117597,14585424,1
2117597,14940215,2
2117597,16354795,3
2117597,17511475,4
2117599,14434284,1
2117600,14435509,1
2117600,14791816,2
2117600,15163356,3
2117600,15163651,4
2117600,15350498,5
2117602,14433441,1
2117603,14433629,1
2117604,15304150,1
2117604,17539954,2
2117606,14433568,1
2117608,14437946,1
2117608,14552294,2
2117608,15410309,3
2117610,14999418,1
2117610,15192416,2
2117610,15845831,3
2117610,15852923,4
2117610,16162616,5
2117610,16429381,6
2117610,16651931,7
2117610,17376095,8
2117611,14433847,1
2117611,15049486,2
2117611,15343583,3
2117613,14434048,1
2117617,15338856,1
2117621,14433698,1
2117623,14609443,1
2117625,14433717,1
2117631,14434200,1
2117632,14434760,1
2117632,14576760,2
2117632,14618913,3
2117632,14892794,4
2117632,14960046,5
2117632,14983187,6
2117632,15333108,7
2117632,15385375,8
2117632,15591861,9
2117632,16124057,10
2117632,16214176,11
2117632,16472872,12
2117632,16784869,13
2117632,16935270,14
2117632,17202333,15
2117632,17239562,16
2117632,17364492,17
2117632,17457953,18
2117634,14434004,1
2117638,14434042,1
2117639,14433981,1
2117644,16120458,1
2117644,17054274,2
2117646,16414119,1
2117646,16670355,2
2117646,16675544,3
2117646,16744096,4
2117646,16744556,5
2117646,16794326,6
2117646,16887001,7
2117646,17171573,8
2117646,17195460,9
2117646,17234238,10
2117646,17265768,11
2117648,14462515,1
2117648,14609821,2
2117648,15220935,3
2117648,16348877,4
2117648,16427892,5
2117648,16683316,6
2117648,16720967,7
2117648,16903140,8
2117650,14434349,1
2117650,14674306,2
2117650,15656841,3
2117650,17075431,4
2117651,14434449,1
2117651,14742467,2
2117651,14848194,3
2117651,14991838,4
2117651,15064850,5
2117651,15259559,6
2117651,15297221,7
2117651,15676357,8
2117651,16192293,9
2117651,16354700,10
2117651,16509943,11
2117651,16623596,12
2117651,17011637,13
2117651,17302971,14
2117652,14517761,1
2117652,14787326,2
2117652,15129540,3
2117652,15157991,4
2117652,15570696,5
2117652,16223389,6
2117652,16277952,7
2117652,16366443,8
2117652,16406196,9
2117652,16501528,10
2117652,16538439,11
2117652,16567004,12
2117652,16582518,13
2117652,16665187,14
2117652,16835504,15
2117652,17066869,16
2117652,17346843,17
2117652,17445172,18
2117652,17502835,19
2117653,14702505,1
2117655,14443742,1
2117656,14435091,1
2117657,14434882,1
2117658,14434516,1
2117659,14434201,1
2117660,14434215,1
2117660,14981873,2
2117660,15255645,3
2117660,15881867,4
2117662,16909169,1
2117663,14588061,1
2117663,14613202,2
2117663,14642648,3
2117663,14671472,4
2117663,14855185,5
2117663,14885741,6
2117663,15002958,7
2117663,15053089,8
2117663,15197957,9
2117663,15233630,10
2117663,15264909,11
2117663,15285734,12
2117663,15306492,13
2117663,15351790,14
2117663,15473350,15
2117663,15498231,16
2117663,15586257,17
2117663,15602852,18
2117663,15729273,19
2117663,15762811,20
2117663,15804247,21
2117663,15819538,22
2117663,15865971,23
2117663,15996915,24
2117663,16079613,25
2117663,16102223,26
2117663,16128643,27
2117663,16449807,28
2117663,16493339,29
2117663,16662755,30
2117663,16699847,31
2117663,16735927,32
2117663,16781351,33
2117663,16913857,34
2117663,16947265,35
2117663,16948724,36
2117663,16950056,37
2117663,17253772,38
2117663,17332246,39
2117666,14434286,1
2117668,14434375,1
2117670,14434426,1
2117671,14450646,1
2117672,14436381,1
2117675,14434509,1
2117675,15230385,2
2117675,16317379,3
2117675,16777735,4
2117675,16942407,5
2117676,14434499,1
2117682,14434315,1
2117683,14435706,1
2117684,14435072,1
2117685,14434677,1
2117686,14436288,1
2117696,14434605,1
2117696,14696033,2
2117696,15161782,3
2117696,15226003,4
2117700,15859535,1
2117701,14442345,1
2117701,14479980,2
2117701,15308770,3
2117701,15504375,4
2117701,15534745,5
2117701,16219186,6
2117701,16282639,7
2117701,16329482,8
2117701,16329635,9
2117701,16834421,10
2117701,17394934,11
2117703,14966620,1
2117705,15217290,1
2117706,14434740,1
2117707,14434816,1
2117707,14435257,2
2117712,14434960,1
2117712,14580794,2
2117712,14606459,3
2117712,14877515,4
2117712,14930888,5
2117712,15136314,6
2117712,15262491,7
2117712,15277978,8
2117712,15378752,9
2117712,15380663,10
2117712,15496802,11
2117712,15751670,12
2117712,16110345,13
2117712,17529420,14
2117715,14435047,1
2117715,15724381,2
2117715,16111608,3
2117715,17012936,4
2117715,17408352,5
2117719,14532399,1
2117719,14578789,2
2117719,14638471,3
2117720,14435122,1
2117723,14437475,1
2117726,17018870,1
2117728,14436364,1
2117728,15198054,2
2117729,14998955,1
2117732,14435317,1
2117733,14435182,1
2117733,15450705,2
2117733,15465949,3
2117733,16652232,4
2117733,16939145,5
2117733,17010640,6
2117733,17375059,7
2117734,14435410,1
2117735,14704001,1
2117736,14435297,1
2117738,14435790,1
2117744,14436795,1
2117744,14579348,2
2117744,14582598,3
2117744,14605145,4
2117744,14755612,5
2117744,14929326,6
2117744,14999137,7
2117744,15228405,8
2117744,15533357,9
2117744,15633583,10
2117744,15687818,11
2117744,15765740,12
2117744,15857096,13
2117744,15985745,14
2117744,16071186,15
2117744,16124488,16
2117744,16134718,17
2117744,16161995,18
2117744,16260383,19
2117744,16411487,20
2117744,16493508,21
2117744,16607420,22
2117744,16738241,23
2117744,16838699,24
2117744,16975931,25
2117744,17329934,26
2117750,14435793,1
2117750,16075840,2
2117754,15782512,1
2117757,15123925,1
2117757,15156677,2
2117757,15468299,3
2117757,15686790,4
2117757,16365956,5
2117757,17493617,6
2117759,14435704,1
2117763,14436273,1
2117763,14632515,2
2117765,14436788,1
2117765,15038246,2
2117769,14857606,1
2117770,15953432,1
2117770,16018341,2
2117773,14435973,1
2117774,14437374,1
2117774,14928542,2
2117776,14435805,1
2117776,15816625,2
2117776,16441340,3
2117780,15199789,1
2117781,14436309,1
